"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.259485076530642,0.261519338212717,0.113723920486671,0.0899084395852244,0.000184617468899352,0.000190663768959715,0.323147074358049,0.277330950331262,0.153157845335701,0.167218386768028,0.00066009013236158,0.00042667076694585
"T-BART",0.170170931032854,0.398855858528272,0.338648656627658,0.309943718674101,0.000169818563065964,0.000166150305326749,0.365232382416613,0.348696635309076,0.313175372657193,0.37977698550994,0.000677655067741187,0.000301484563374198
"X-BART",0.205032745112559,0.383510952823741,0.346473180469781,0.287242447060686,0.000165381091186479,0.000177078865897506,0.347054179473468,0.268142501890262,0.286202637153885,0.309759048590952,0.000629152256067456,0.000362104098009451
"R-LASSO",0.171154902346452,0.165569649716915,0.238482472049713,0.203766017908622,0.000195587228674836,0.000194459890932399,0.18512983290299,0.121315176816884,0.147560594359642,0.139412130735276,0.00063069655126347,0.000469060521246372
"R-BOOST",0.553584566391432,0.623295096510419,0.218140964858906,0.262496586602386,0.000231069700793112,0.000203937654437443,0.567231718936626,0.583187162850009,0.357877672605783,0.323893237001386,0.000649128305121386,0.000489644399726514
"CF",0.169750529307702,0.226995507416085,0.191404571616669,0.222015665453017,0.000225717981598761,0.000196532511626712,0.201999274304609,0.224172841200696,0.22742916206825,0.188638418270232,0.000632270755130743,0.000478622056894906
"BCF",0.227699017056335,0.257689894318349,0.044049970516798,0.0407904130619318,0.000157777792139633,0.000209279075128375,0.268807874680314,0.203689004786749,0.102798314556092,0.0977585457144644,0.000631285717454624,0.000461825890428297
"S-RF",0.14904702155667,0.347556282824527,0.297341673271504,0.216099940274221,0.000168802983204864,0.000174113596908527,0.346422620618596,0.383513720152668,0.158445985618351,0.430500619256226,0.0005561075539584,0.00031254961933482
"T-RF",0.172790272390208,0.344376094570993,0.246110771141765,0.168360722683034,0.00016768696322141,0.000172528494813148,0.366099028742208,0.412199298492962,0.152597593109182,0.409895159836684,0.000564908110158017,0.00031811885913867
"X-RF",0.222682807684318,0.410072211689482,0.380442563768354,0.334577099640818,0.000180655313402596,0.00017984491367538,0.366373336919055,0.185672593413335,0.230157118968175,0.268621331516306,0.000681308703906604,0.000416378130813056
